level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	9	0	0	0	423	269	40	15	-1	
3	1	9	1	0	0	423	269	40	15	-1	
4	1	9	1	1	0	423	269	40	15	-1	
5	1	9	1	1	1	423	269	40	15	95.804222	WEEK
2	1	10	0	0	0	647	264	200	28	-1	
3	1	10	1	0	0	647	264	200	28	-1	
4	1	10	1	1	0	647	264	200	28	-1	
5	1	10	1	1	1	647	265	43	23	45.491238	SETS
5	1	10	1	1	2	695	264	49	23	92.390076	WEEKS
5	1	10	1	1	3	748	266	47	19	85.463226	3-8
5	1	10	1	1	4	778	260	6	36	85.463226	=
5	1	10	1	1	5	787	260	9	36	57.104473	3
5	1	10	1	1	6	800	264	47	28	0.000000	SETS
2	1	11	0	0	0	81	289	153	25	-1	
3	1	11	1	0	0	81	289	153	25	-1	
4	1	11	1	1	0	81	289	153	25	-1	
5	1	11	1	1	1	81	298	12	16	72.100624	0
5	1	11	1	1	2	103	289	131	25	72.298553	EAERUISES
2	1	12	0	0	0	502	299	60	7	-1	
3	1	12	1	0	0	502	299	60	7	-1	
4	1	12	1	1	0	502	299	60	7	-1	
5	1	12	1	1	1	502	299	60	7	40.096378	SATS
2	1	13	0	0	0	730	303	63	13	-1	
3	1	13	1	0	0	730	303	63	13	-1	
4	1	13	1	1	0	730	303	63	13	-1	
5	1	13	1	1	1	730	303	17	13	87.458092	12
5	1	13	1	1	2	753	303	40	13	87.458092	REPS
2	1	14	0	0	0	164	380	119	20	-1	
3	1	14	1	0	0	164	380	119	20	-1	
4	1	14	1	1	0	164	380	119	20	-1	
5	1	14	1	1	1	164	380	39	20	95.823006	LEG
5	1	14	1	1	2	212	380	71	20	95.823006	PRESS
2	1	15	0	0	0	893	374	509	54	-1	
3	1	15	1	0	0	893	374	509	54	-1	
4	1	15	1	1	0	893	374	509	54	-1	
5	1	15	1	1	1	893	343	178	109	76.277336	an
5	1	15	1	1	2	1134	374	268	54	0.000000	=
2	1	16	0	0	0	164	440	518	16	-1	
3	1	16	1	0	0	164	440	518	16	-1	
4	1	16	1	1	0	164	440	518	16	-1	
5	1	16	1	1	1	164	441	34	15	93.306221	Feet
5	1	16	1	1	2	203	440	126	16	92.013878	shoulder-width.
5	1	16	1	1	3	337	441	49	15	95.145256	Lower
5	1	16	1	1	4	391	440	34	16	96.139786	with
5	1	16	1	1	5	432	440	61	16	96.700485	control.
5	1	16	1	1	6	501	441	21	15	96.149117	Do
5	1	16	1	1	7	529	441	25	15	96.149117	not
5	1	16	1	1	8	560	440	33	16	95.542206	lock
5	1	16	1	1	9	600	440	24	16	97.007477	the
5	1	16	1	1	10	631	440	51	16	96.328926	knees.
2	1	17	0	0	0	163	560	169	22	-1	
3	1	17	1	0	0	163	560	169	22	-1	
4	1	17	1	1	0	163	560	169	22	-1	
5	1	17	1	1	1	163	560	88	20	95.918304	GOBLET
5	1	17	1	1	2	257	560	75	22	95.918304	SQUAT
2	1	18	0	0	0	893	553	509	55	-1	
3	1	18	1	0	0	893	553	509	55	-1	
4	1	18	1	1	0	893	553	509	55	-1	
5	1	18	1	1	1	893	521	181	111	23.712349	am
5	1	18	1	1	2	1129	553	273	55	3.795700	=
2	1	19	0	0	0	164	619	572	21	-1	
3	1	19	1	0	0	164	619	572	21	-1	
4	1	19	1	1	0	164	619	572	21	-1	
5	1	19	1	1	1	164	620	36	16	96.966522	Hold
5	1	19	1	1	2	208	624	29	12	95.479973	one
5	1	19	1	1	3	244	615	73	29	94.359612	dumbbell
5	1	19	1	1	4	324	621	15	15	96.117996	at
5	1	19	1	1	5	345	620	45	16	95.459229	chest
5	1	19	1	1	6	396	619	54	21	95.459229	height.
5	1	19	1	1	7	459	620	20	16	96.957451	Sit
5	1	19	1	1	8	491	620	34	16	95.009094	down
5	1	19	1	1	9	533	620	29	16	95.009094	and
5	1	19	1	1	10	570	620	41	18	96.822258	back;
5	1	19	1	1	11	619	620	37	20	96.822258	keep
5	1	19	1	1	12	663	620	45	16	96.540085	chest
5	1	19	1	1	13	713	624	23	16	96.243286	up.
2	1	20	0	0	0	163	739	199	21	-1	
3	1	20	1	0	0	163	739	199	21	-1	
4	1	20	1	1	0	163	739	199	21	-1	
5	1	20	1	1	1	163	739	85	21	95.975174	SEATED
5	1	20	1	1	2	256	739	39	21	95.711288	LEG
5	1	20	1	1	3	304	739	58	21	95.711288	CURL
2	1	21	0	0	0	163	799	419	21	-1	
3	1	21	1	0	0	163	799	419	21	-1	
4	1	21	1	1	0	163	799	419	21	-1	
5	1	21	1	1	1	163	800	22	16	96.908829	Sit
5	1	21	1	1	2	190	799	29	17	94.665230	tall.
5	1	21	1	1	3	226	799	32	17	91.734055	Cur!
5	1	21	1	1	4	265	799	75	21	94.498940	smoothly
5	1	21	1	1	5	346	799	29	17	96.261261	and
5	1	21	1	1	6	381	803	67	17	96.943680	squeeze
5	1	21	1	1	7	454	799	26	17	96.443085	the
5	1	21	1	1	8	487	799	95	21	96.827339	hamstrings.
2	1	22	0	0	0	686	849	150	42	-1	
3	1	22	1	0	0	686	849	150	42	-1	
4	1	22	1	1	0	686	849	150	42	-1	
5	1	22	1	1	1	686	849	150	42	58.677711	EE
2	1	23	0	0	0	164	919	174	20	-1	
3	1	23	1	0	0	164	919	174	20	-1	
4	1	23	1	1	0	164	919	174	20	-1	
5	1	23	1	1	1	164	919	39	20	96.818062	LEG
5	1	23	1	1	2	212	919	126	20	96.725380	EXTENSION
2	1	24	0	0	0	893	913	509	54	-1	
3	1	24	1	0	0	893	913	509	54	-1	
4	1	24	1	1	0	893	913	509	54	-1	
5	1	24	1	1	1	893	883	176	108	45.389553	=m
5	1	24	1	1	2	1132	883	153	108	23.172653	=—
2	1	25	0	0	0	164	979	342	20	-1	
3	1	25	1	0	0	164	979	342	20	-1	
4	1	25	1	1	0	164	979	342	20	-1	
5	1	25	1	1	1	164	979	26	17	96.303314	Lift
5	1	25	1	1	2	195	979	34	17	96.303314	with
5	1	25	1	1	3	235	979	62	17	95.453743	control.
5	1	25	1	1	4	305	980	21	16	95.453743	Do
5	1	25	1	1	5	332	981	26	15	95.259010	not
5	1	25	1	1	6	363	980	47	19	95.259010	swing
5	1	25	1	1	7	416	979	26	17	96.182472	the
5	1	25	1	1	8	448	979	58	20	96.780052	weight.
2	1	26	0	0	0	686	989	150	42	-1	
3	1	26	1	0	0	686	989	150	42	-1	
4	1	26	1	1	0	686	989	150	42	-1	
5	1	26	1	1	1	686	989	150	42	56.173584	Ess
2	1	27	0	0	0	164	1099	315	22	-1	
3	1	27	1	0	0	164	1099	315	22	-1	
4	1	27	1	1	0	164	1099	315	22	-1	
5	1	27	1	1	1	164	1099	37	19	96.137604	HIP
5	1	27	1	1	2	208	1099	90	20	93.028900	THRUST
5	1	27	1	1	3	304	1099	9	22	92.096344	/
5	1	27	1	1	4	320	1099	71	20	91.992378	GLUTE
5	1	27	1	1	5	399	1099	80	20	96.375565	BRIDGE
2	1	28	0	0	0	164	1158	389	21	-1	
3	1	28	1	0	0	164	1158	389	21	-1	
4	1	28	1	1	0	164	1158	389	21	-1	
5	1	28	1	1	1	164	1160	40	15	96.981689	Drive
5	1	28	1	1	2	210	1158	33	21	96.812531	hips
5	1	28	1	1	3	251	1163	18	16	96.617424	up
5	1	28	1	1	4	275	1158	29	17	96.617424	and
5	1	28	1	1	5	310	1163	68	16	96.684830	squeeze
5	1	28	1	1	6	385	1158	24	17	93.274185	the
5	1	28	1	1	7	415	1159	50	20	91.408691	glutes
5	1	28	1	1	8	471	1161	15	14	96.959000	at
5	1	28	1	1	9	493	1158	25	17	96.658707	the
5	1	28	1	1	10	523	1161	30	18	96.894867	top.
2	1	29	0	0	0	163	1279	252	20	-1	
3	1	29	1	0	0	163	1279	252	20	-1	
4	1	29	1	1	0	163	1279	252	20	-1	
5	1	29	1	1	1	163	1279	114	20	96.394760	STANDING
5	1	29	1	1	2	284	1279	58	20	96.394760	CALF
5	1	29	1	1	3	350	1279	65	20	96.144379	RAISE
2	1	30	0	0	0	164	1338	362	21	-1	
3	1	30	1	0	0	164	1338	362	21	-1	
4	1	30	1	1	0	164	1338	362	21	-1	
5	1	30	1	1	1	164	1340	33	15	96.086754	Rise
5	1	30	1	1	2	203	1340	37	15	96.086754	onto
5	1	30	1	1	3	245	1338	25	17	96.712021	the
5	1	30	1	1	4	277	1340	38	18	96.712021	toes,
5	1	30	1	1	5	323	1343	51	16	96.980110	pause,
5	1	30	1	1	6	380	1338	35	17	95.740021	then
5	1	30	1	1	7	422	1338	45	17	95.740021	lower
5	1	30	1	1	8	472	1338	54	21	95.401039	slowly.
2	1	31	0	0	0	353	1381	445	13	-1	
3	1	31	1	0	0	353	1381	445	13	-1	
4	1	31	1	1	0	353	1381	445	13	-1	
5	1	31	1	1	1	353	1381	25	13	94.739868	THE
5	1	31	1	1	2	382	1381	55	13	96.245636	NUMBER
5	1	31	1	1	3	442	1381	35	13	96.346191	NEXT
5	1	31	1	1	4	480	1381	16	13	96.346191	TO
5	1	31	1	1	5	502	1381	34	13	96.698715	EACH
5	1	31	1	1	6	541	1381	61	13	91.115570	EXERCISE
5	1	31	1	1	7	606	1381	13	13	78.301392	IS
5	1	31	1	1	8	623	1381	25	13	96.414253	THE
5	1	31	1	1	9	654	1377	46	26	92.388741	TARGET
5	1	31	1	1	10	708	1381	60	13	92.067848	REPSPER
5	1	31	1	1	11	773	1381	25	13	92.517151	SET
2	1	32	0	0	0	773	1436	78	14	-1	
3	1	32	1	0	0	773	1436	78	14	-1	
4	1	32	1	1	0	773	1436	78	14	-1	
5	1	32	1	1	1	773	1436	78	14	82.058075	PROGRESS
2	1	33	0	0	0	772	1469	259	16	-1	
3	1	33	1	0	0	772	1469	259	16	-1	
4	1	33	1	1	0	772	1469	259	16	-1	
5	1	33	1	1	1	772	1469	25	13	96.795372	Add
5	1	33	1	1	2	802	1465	42	24	96.114555	weight
5	1	33	1	1	3	852	1469	26	16	96.347717	only
5	1	33	1	1	4	882	1469	34	13	96.347717	when
5	1	33	1	1	5	921	1469	15	13	95.478439	all
5	1	33	1	1	6	941	1470	27	12	95.478439	sets
5	1	33	1	1	7	973	1469	22	13	94.904617	of
5	1	33	1	1	8	1000	1469	7	13	89.135895	12
5	1	33	1	1	9	1011	1472	20	10	89.135895	are
2	1	34	0	0	0	773	1489	65	13	-1	
3	1	34	1	0	0	773	1489	65	13	-1	
4	1	34	1	1	0	773	1489	65	13	-1	
5	1	34	1	1	1	773	1489	65	13	85.529968	controlled.
2	1	35	0	0	0	84	1854	101	17	-1	
3	1	35	1	0	0	84	1854	101	17	-1	
4	1	35	1	1	0	84	1854	101	17	-1	
5	1	35	1	1	1	84	1854	101	17	95.252136	WARM-UP
2	1	36	0	0	0	540	1854	51	17	-1	
3	1	36	1	0	0	540	1854	51	17	-1	
4	1	36	1	1	0	540	1854	51	17	-1	
5	1	36	1	1	1	540	1854	51	17	96.672760	REST
2	1	37	0	0	0	996	1854	107	17	-1	
3	1	37	1	0	0	996	1854	107	17	-1	
4	1	37	1	1	0	996	1854	107	17	-1	
5	1	37	1	1	1	996	1854	107	17	96.604919	PROGRESS
2	1	38	0	0	0	84	1892	137	21	-1	
3	1	38	1	0	0	84	1892	137	21	-1	
4	1	38	1	1	0	84	1892	137	21	-1	
5	1	38	1	1	1	84	1893	9	15	51.673473	5
5	1	38	1	1	2	99	1893	27	15	94.592133	min
5	1	38	1	1	3	134	1892	34	21	95.274879	light
5	1	38	1	1	4	173	1892	48	16	93.262550	cardio
2	1	39	0	0	0	540	1893	76	15	-1	
3	1	39	1	0	0	540	1893	76	15	-1	
4	1	39	1	1	0	540	1893	76	15	-1	
5	1	39	1	1	1	540	1893	43	15	96.645836	60-75
5	1	39	1	1	2	588	1896	28	12	96.676285	sec
2	1	40	0	0	0	995	1892	328	21	-1	
3	1	40	1	0	0	995	1892	328	21	-1	
4	1	40	1	1	0	995	1892	328	21	-1	
5	1	40	1	1	1	995	1892	31	16	95.819862	Add
5	1	40	1	1	2	1030	1892	54	21	96.544518	weight
5	1	40	1	1	3	1089	1892	32	21	96.499702	only
5	1	40	1	1	4	1126	1892	40	16	96.182159	when
5	1	40	1	1	5	1173	1893	8	15	96.182159	3
5	1	40	1	1	6	1188	1897	8	11	93.696770	x
5	1	40	1	1	7	1201	1893	18	15	93.696770	12
5	1	40	1	1	8	1226	1897	11	11	96.886665	is
5	1	40	1	1	9	1244	1892	79	16	96.682251	controlled
