level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	13	1	1	9	1239	481	13	16	95.160194	is
5	1	13	1	1	10	1258	481	24	16	96.667000	the
2	1	14	0	0	0	904	505	433	20	-1	
3	1	14	1	0	0	904	505	433	20	-1	
4	1	14	1	1	0	904	505	433	20	-1	
5	1	14	1	1	1	904	505	117	20	96.927536	number
5	1	14	1	1	2	965	501	17	28	96.484039	of
5	1	14	1	1	3	988	505	33	20	96.520226	reps
5	1	14	1	1	4	1026	505	32	16	95.863579	PER
5	1	14	1	1	5	1062	505	31	16	93.592567	SET
5	1	14	1	1	6	1099	505	70	20	95.612099	Example:
5	1	14	1	1	7	1177	505	33	16	96.610756	8-12
5	1	14	1	1	8	1217	501	39	28	96.682686	means
5	1	14	1	1	9	1272	505	35	16	96.202431	each
5	1	14	1	1	10	1313	506	24	15	96.202431	set
2	1	15	0	0	0	106	535	100	17	-1	
3	1	15	1	0	0	106	535	100	17	-1	
4	1	15	1	1	0	106	535	100	17	-1	
5	1	15	1	1	1	106	535	59	17	96.701187	Weeks
5	1	15	1	1	2	172	535	34	17	93.065788	3-4:
2	1	16	0	0	0	255	533	221	19	-1	
3	1	16	1	0	0	255	533	221	19	-1	
4	1	16	1	1	0	255	533	221	19	-1	
5	1	16	1	1	1	255	535	26	17	68.371033	2-3
5	1	16	1	1	2	287	536	36	16	96.671822	sets
5	1	16	1	1	3	331	533	19	19	96.940666	of
5	1	16	1	1	4	355	535	39	17	95.054626	each
5	1	16	1	1	5	403	535	73	17	95.054626	exercise
2	1	17	0	0	0	904	529	175	20	-1	
3	1	17	1	0	0	904	529	175	20	-1	
4	1	17	1	1	0	904	529	175	20	-1	
5	1	17	1	1	1	904	529	50	16	96.208961	should
5	1	17	1	1	2	960	529	18	16	96.712402	be
5	1	17	1	1	3	984	529	8	16	96.559448	8
5	1	17	1	1	4	999	530	13	15	92.952377	to
5	1	17	1	1	5	1021	529	15	16	76.003906	12
5	1	17	1	1	6	1042	529	37	20	76.003906	reps.
2	1	18	0	0	0	106	570	100	18	-1	
3	1	18	1	0	0	106	570	100	18	-1	
4	1	18	1	1	0	106	570	100	18	-1	
5	1	18	1	1	1	106	570	59	17	96.621857	Weeks
5	1	18	1	1	2	171	570	35	18	96.790413	5-8:
2	1	19	0	0	0	255	568	204	20	-1	
3	1	19	1	0	0	255	568	204	20	-1	
4	1	19	1	1	0	255	568	204	20	-1	
5	1	19	1	1	1	255	570	9	17	96.933243	3
5	1	19	1	1	2	272	571	34	16	96.700455	sets
5	1	19	1	1	3	314	568	17	19	96.995453	of
5	1	19	1	1	4	338	568	39	19	95.805687	each
5	1	19	1	1	5	386	570	73	18	95.805687	exercise
2	1	20	0	0	0	206	666	304	22	-1	
3	1	20	1	0	0	206	666	304	22	-1	
4	1	20	1	1	0	206	666	304	22	-1	
5	1	20	1	1	1	206	666	131	22	96.058067	DUMBBELL
5	1	20	1	1	2	345	666	77	22	96.625359	FLOOR
5	1	20	1	1	3	431	666	79	22	96.729164	PRESS
2	1	21	0	0	0	101	667	70	70	-1	
3	1	21	1	0	0	101	667	70	70	-1	
4	1	21	1	1	0	101	667	70	70	-1	
5	1	21	1	1	1	101	667	70	70	87.072090	@
2	1	22	0	0	0	205	714	575	20	-1	
3	1	22	1	0	0	205	714	575	20	-1	
4	1	22	1	1	0	205	714	575	20	-1	
5	1	22	1	1	1	205	714	46	16	96.096085	Press
5	1	22	1	1	2	257	714	59	20	96.096085	upward
5	1	22	1	1	3	323	714	33	16	96.814697	with
5	1	22	1	1	4	363	714	62	16	96.061485	control.
5	1	22	1	1	5	432	714	51	16	96.061485	Lower
5	1	22	1	1	6	489	714	33	16	95.213806	until
5	1	22	1	1	7	530	714	23	16	97.005211	the
5	1	22	1	1	8	561	718	46	16	96.667580	upper
5	1	22	1	1	9	613	718	41	12	96.316658	arms
5	1	22	1	1	10	660	714	44	16	96.316658	touch
5	1	22	1	1	11	712	714	25	16	96.996704	the
5	1	22	1	1	12	743	714	37	16	92.997505	floor.
2	1	23	0	0	0	981	668	213	63	-1	
3	1	23	1	0	0	981	668	213	63	-1	
4	1	23	1	1	0	981	668	213	63	-1	
5	1	23	1	1	1	981	668	213	63	33.133743	aw
2	1	24	0	0	0	1016	742	89	12	-1	
3	1	24	1	0	0	1016	742	89	12	-1	
4	1	24	1	1	0	1016	742	89	12	-1	
5	1	24	1	1	1	1016	742	32	12	83.022339	REPS
5	1	24	1	1	2	1052	742	25	12	92.656769	PER
5	1	24	1	1	3	1081	742	24	12	92.656769	SET
2	1	25	0	0	0	206	934	334	22	-1	
3	1	25	1	0	0	206	934	334	22	-1	
4	1	25	1	1	0	206	934	334	22	-1	
5	1	25	1	1	1	206	934	145	22	93.295906	SUPPORTED
5	1	25	1	1	2	359	934	117	22	92.317101	ONE-ARM
5	1	25	1	1	3	485	934	55	22	96.393860	ROW
2	1	26	0	0	0	101	936	70	69	-1	
3	1	26	1	0	0	101	936	70	69	-1	
4	1	26	1	1	0	101	936	70	69	-1	
5	1	26	1	1	1	101	936	70	69	69.277016	@
2	1	27	0	0	0	205	982	481	21	-1	
3	1	27	1	0	0	205	982	481	21	-1	
4	1	27	1	1	0	205	982	481	21	-1	
5	1	27	1	1	1	205	982	39	21	96.339806	Keep
5	1	27	1	1	2	252	986	8	12	91.023643	a
5	1	27	1	1	3	268	982	72	16	91.023643	flatback.
5	1	27	1	1	4	349	982	29	16	93.317398	Pull
5	1	27	1	1	5	386	982	55	16	95.293480	toward
5	1	27	1	1	6	448	982	24	16	95.677032	the
5	1	27	1	1	7	479	982	28	20	95.677032	hip.
5	1	27	1	1	8	514	982	59	16	91.641792	Control
5	1	27	1	1	9	581	982	25	16	90.820114	the
5	1	27	1	1	10	612	982	74	20	90.820114	lowering.
2	1	28	0	0	0	1016	1010	89	12	-1	
3	1	28	1	0	0	1016	1010	89	12	-1	
4	1	28	1	1	0	1016	1010	89	12	-1	
5	1	28	1	1	1	1016	1006	30	24	83.478180	REPS
5	1	28	1	1	2	1054	1010	22	12	92.584633	PER
5	1	28	1	1	3	1081	1010	24	12	92.584633	SET
2	1	29	0	0	0	206	1202	387	22	-1	
3	1	29	1	0	0	206	1202	387	22	-1	
4	1	29	1	1	0	206	1202	387	22	-1	
5	1	29	1	1	1	206	1202	130	22	96.623840	OVERHEAD
5	1	29	1	1	2	344	1202	103	22	96.623840	TRICEPS
5	1	29	1	1	3	457	1202	136	22	96.768089	EXTENSION
2	1	30	0	0	0	981	1204	411	64	-1	
3	1	30	1	0	0	981	1204	411	64	-1	
4	1	30	1	1	0	981	1204	411	64	-1	
5	1	30	1	1	1	981	1204	411	64	26.195107	me
5	1	30	1	1	2	1290	1200	103	94	10.900803	|
2	1	31	0	0	0	205	1250	481	21	-1	
3	1	31	1	0	0	205	1250	481	21	-1	
4	1	31	1	1	0	205	1250	481	21	-1	
5	1	31	1	1	1	205	1250	59	17	95.841537	Elbows
5	1	31	1	1	2	270	1250	66	21	95.841537	point
5	1	31	1	1	3	318	1246	23	30	95.353310	up.
5	1	31	1	1	4	348	1250	39	21	95.565193	Keep
5	1	31	1	1	5	395	1250	24	17	96.730301	the
5	1	31	1	1	6	425	1255	47	16	96.020912	upper
5	1	31	1	1	7	479	1255	40	12	96.709930	arms
5	1	31	1	1	8	526	1250	56	21	95.426918	steady.
5	1	31	1	1	9	590	1250	54	17	96.128113	Extend
5	1	31	1	1	10	652	1250	34	21	93.540077	fully.
2	1	32	0	0	0	1016	1279	89	11	-1	
3	1	32	1	0	0	1016	1279	89	11	-1	
4	1	32	1	1	0	1016	1279	89	11	-1	
5	1	32	1	1	1	1016	1279	32	11	88.936630	REPS
5	1	32	1	1	2	1052	1279	25	11	85.816566	PER
5	1	32	1	1	3	1081	1279	24	11	85.816566	SET
2	1	33	0	0	0	205	1470	187	22	-1	
3	1	33	1	0	0	205	1470	187	22	-1	
4	1	33	1	1	0	205	1470	187	22	-1	
5	1	33	1	1	1	205	1470	59	22	96.615273	FULL
5	1	33	1	1	2	272	1471	64	21	96.220139	DEAD
5	1	33	1	1	3	344	1470	48	22	96.048820	BUG
2	1	34	0	0	0	101	1472	70	70	-1	
3	1	34	1	0	0	101	1472	70	70	-1	
4	1	34	1	1	0	101	1472	70	70	-1	
5	1	34	1	1	1	101	1472	70	70	85.369942	©
2	1	35	0	0	0	205	1518	569	21	-1	
3	1	35	1	0	0	205	1518	569	21	-1	
4	1	35	1	1	0	205	1518	569	21	-1	
5	1	35	1	1	1	205	1519	55	16	96.890915	Extend
5	1	35	1	1	2	267	1519	70	20	96.676292	opposite
5	1	35	1	1	3	345	1523	29	12	96.732605	arm
5	1	35	1	1	4	382	1519	29	16	95.015167	and
5	1	35	1	1	5	418	1519	23	20	95.015167	leg
5	1	35	1	1	6	448	1519	42	16	95.069328	while
5	1	35	1	1	7	496	1518	63	21	95.069328	keeping
5	1	35	1	1	8	567	1518	23	17	96.139885	the
5	1	35	1	1	9	597	1519	45	16	96.823776	lower
5	1	35	1	1	10	648	1519	38	16	96.996887	back
5	1	35	1	1	11	692	1518	82	17	95.656616	controlled
2	1	36	0	0	0	1016	1547	89	12	-1	
3	1	36	1	0	0	1016	1547	89	12	-1	
4	1	36	1	1	0	1016	1547	89	12	-1	
5	1	36	1	1	1	1016	1543	32	24	88.655685	REPS
5	1	36	1	1	2	1054	1547	22	12	86.753799	PER
5	1	36	1	1	3	1081	1547	24	12	86.753799	SET
2	1	37	0	0	0	104	1818	50	17	-1	
3	1	37	1	0	0	104	1818	50	17	-1	
4	1	37	1	1	0	104	1818	50	17	-1	
5	1	37	1	1	1	104	1818	50	17	96.832146	REST
2	1	38	0	0	0	556	1818	112	18	-1	
3	1	38	1	0	0	556	1818	112	18	-1	
4	1	38	1	1	0	556	1818	112	18	-1	
5	1	38	1	1	1	556	1818	51	18	96.529419	STOP
5	1	38	1	1	2	614	1818	25	18	94.551270	AT
5	1	38	1	1	3	646	1818	22	17	94.551270	20
2	1	39	0	0	0	1007	1818	105	18	-1	
3	1	39	1	0	0	1007	1818	105	18	-1	
4	1	39	1	1	0	1007	1818	105	18	-1	
5	1	39	1	1	1	1007	1818	105	18	96.838356	PROGRESS
2	1	40	0	0	0	104	1866	253	16	-1	
3	1	40	1	0	0	104	1866	253	16	-1	
4	1	40	1	1	0	104	1866	253	16	-1	
5	1	40	1	1	1	104	1866	42	16	96.208534	45-60
5	1	40	1	1	2	152	1870	26	12	96.949989	sec
5	1	40	1	1	3	184	1866	65	16	93.342628	between
5	1	40	1	1	4	255	1866	42	16	70.435074	sets
5	1	40	1	1	5	290	1862	8	30	70.435074	/
5	1	40	1	1	6	304	1866	53	16	96.799858	rounds
2	1	41	0	0	0	555	1866	257	20	-1	
3	1	41	1	0	0	555	1866	257	20	-1	
4	1	41	1	1	0	555	1866	257	20	-1	
5	1	41	1	1	1	555	1866	35	16	96.714546	Even
5	1	41	1	1	2	596	1866	11	16	96.648445	if
5	1	41	1	1	3	612	1866	16	16	96.353867	all
5	1	41	1	1	4	634	1867	34	15	95.671593	sets
5	1	41	1	1	5	672	1870	24	12	95.671593	are
5	1	41	1	1	6	702	1867	25	15	96.789108	not
5	1	41	1	1	7	732	1866	80	20	96.932564	completed
2	1	42	0	0	0	1006	1866	274	20	-1	
3	1	42	1	0	0	1006	1866	274	20	-1	
4	1	42	1	1	0	1006	1866	274	20	-1	
5	1	42	1	1	1	1006	1866	30	16	80.735367	Add
5	1	42	1	1	2	1042	1870	34	16	95.370140	reps
5	1	42	1	1	3	1081	1866	33	18	96.821777	first,
5	1	42	1	1	4	1120	1866	33	16	95.958572	then
5	1	42	1	1	5	1159	1870	65	12	96.888077	increase
5	1	42	1	1	6	1229	1866	51	20	96.938080	weight
